,Title,Year,fandom,Media
8495,"WAGAMAMA OUJO NI TSUKAETA BANNOU SHITSUJI, TONARI NO TEIKOKU DE SAIKYOU NO GUNJIN NI NARIAGARI MUSOU SURU (FED UP WITH BEING THE SPOILED QUEEN'S GENIUS BUTLER, I RAN AWAY AND BUILT THE WORLD'S STRONGEST ARMY)",2021,Aria,Manga
2892,BARBARIAN QUEST,2022,Aria,Manga
3414,TATE NO YUUSHA NO NARIAGARI SEASON 3THE RISING OF THE SHIELD HERO SEASON 3,2023,Aria,Anime
2788,SURVIVING THE GAME AS A BARBARIAN,2023,Aria,Manga
4060,MARIA NO DANZAI,2023,Aria,Manga
2158,MARIA-SAMA GA MITERU (THE VIRGIN MARY IS WATCHING),3 to,Aria,Manga
2838,KARIAGE-KUN,?,Aria,Manga
6529,MARIAPPOI NO! (HOLY MARY!),?,Aria,Manga
2518,NATSU NO KAKERA,,Arknights,Manga
2583,ITOU JUNJI KYOUFU HAKUBUTSUKAN 10: SHIBITO NO KOIWAZURAI (LOVESICKNESS: JUNJI ITO STORY COLLECTION),,Arknights,Manga
3010,WARUI KOTO BAKKASHITE GOMENNASAI (SORRY FOR DOING NAUGHTY DEEDS),,Arknights,Manga
3069,DEAR FRIENDS: RINA & MAKI,,Arknights,Manga
3107,EGAKU NARA HAPPY ENDING,,Arknights,Manga
3512,YORU NO GAKKOU E OIDE YO!,,Arknights,Manga
3909,KAKUMEI NO HI (THE DAY OF REVOLUTION),,Arknights,Manga
3918,TOKIMEKI GAKUEN OUJIGUMI,,Arknights,Manga
3947,SHOUJO KAKUMEI UTENA: ADOLESCENCE MOKUSHIROKU (REVOLUTIONARY GIRL UTENA: THE ADOLESCENCE OF UTENA),,Arknights,Manga
4154,ORE NO HANASHI WO SHIYOUKA (SHALL WE SPEAK ABOUT ME?),,Arknights,Manga
4276,KUROORI-HIME TO KAWAKI NO OU,,Arknights,Manga
4372,HYAKUNEN RENBO,,Arknights,Manga
4605,DAKEDO HAPPY PARADISE,,Arknights,Manga
4623,AKAGE NO ANNE (ANNE OF GREEN GABLES),,Arknights,Manga
5500,MAYONAKA LOLITA,,Arknights,Manga
5601,SAKURA RHYTHM,,Arknights,Manga
5621,AKUMA BENGOSHI KUKABARA,,Arknights,Manga
5834,TSUBAKI-CHAN NO NAYAMIGOTO,,Arknights,Manga
5884,SWEET II - EMBRACE ME UNTIL I BREAK,,Arknights,Manga
6233,UNDERGROUND KIDS: GAKUEN ONMITSU TORIMONO,,Arknights,Manga
6854,MAMA WA SHOUGAKU 4 NENSEI,,Arknights,Manga
6890,OOKAMI NANKA KOWAKUNAI!? (WHO IS AFRAID OF WOLVES!?),,Arknights,Manga
7095,TOKUMEI EGAOGAKARI,,Arknights,Manga
7760,TAIYOU WA KIMI NI KAGAYAKU (THE SUN SHINES IN YOU),,Arknights,Manga
7926,HIKITATE YAKU NO KOI,,Arknights,Manga
7927,TORIKAGO GAKKYUU (A BIRD CAGE CLASSROOM),,Arknights,Manga
7936,OIKAKETEMO CHIKAZUKUITEMO,,Arknights,Manga
8137,MAKE SWEET,,Arknights,Manga
8222,HANMA BAKI 10.5 GAIDEN - PICKLE (SON OF OGRE 10.5 - PICKLE SPECIAL),,Arknights,Manga
8376,GAKKOU HOTEL,,Arknights,Manga
8649,KEDAKAKI YAKUSOKU (LORD CALTHORPE'S PROMISE),,Arknights,Manga
8696,ORANGE KAKUMEI,,Arknights,Manga
9015,HONKI DE NAKECHAU KOI,,Arknights,Manga
9052,GYAKUTEN SAIBAN: TURNABOUT CROSSOVER,,Arknights,Manga
9119,KARESHI TOSHISHITAKEI,,Arknights,Manga
9137,SUKI NAKI KOI,,Arknights,Manga
9224,AKUMA NO OMISE: SHADOW & MARIA (NIGHTMARES FOR SALE),,Arknights,Manga
9239,KIMI DAKE NO DEVIL,,Arknights,Manga
9324,AKAI MICHI,,Arknights,Manga
9342,HYAKUJUU NO OU NI TSUGU!,,Arknights,Manga
9363,AKUTOU DANSHI COLLECTION,,Arknights,Manga
9486,KAKO E NO TOBIRA,,Arknights,Manga
9510,KAKUMEIKA NO GOGO,,Arknights,Manga
9533,"KIRAKIRA HIKARE (TWINKLE, TWINKLE AND GET HIT)",,Arknights,Manga
9995,AKUMU NO ELEVATOR,,Arknights,Manga
210,TOBAKU HAKAIROKU KAIJI,0 to,Arknights,Manga
4718,GAKI NO KORO KARA,0 to,Arknights,Manga
5848,KATAKOI DROPS,0 to,Arknights,Manga
6509,AKAI HANA,0 to,Arknights,Manga
8220,MAKAMISAMA NO IUTOORI!,0 to,Arknights,Manga
5894,"FAKE: LIKE, LIKE, LOVE",1,Arknights,Manga
519,AKAGI: YAMI NI ORITATTA TENSAI,1 to,Arknights,Manga
1376,SONO YUBI DAKE GA SHITTEIRU (ONLY THE RING FINGER KNOWS),1 to,Arknights,Manga
4178,AKKAN BABY,1 to,Arknights,Manga
5129,HOSHIZORA E KAKARU HASHI,1 to,Arknights,Manga
4784,OTOKO IPPIKI GAKI DAISHOU,1968,Arknights,Manga
2920,DORORO TO HYAKKIMARUDORORO,1969,Arknights,Anime
3899,OTOKO IPPIKI GAKI DAISHOU,1969,Arknights,Anime
4920,HIMITSU NO AKKO-CHANSECRETS OF AKKO-CHAN,1969,Arknights,Anime
6005,TOKEIJIKAKE NO RINGO (CLOCKWORK APPLE),1970,Arknights,Manga
5493,DAIHAKKUTSU,1971,Arknights,Manga
4370,KAGAKU NINJA-TAI GATCHAMANGATCHAMAN,1972,Arknights,Anime
1732,AYAKO,1972,Arknights,Manga
2355,KOCHIRA KATSUSHIKAKU KAMEARI KOUENMAE HASHUTSUJO,1976,Arknights,Manga
7378,RING NI KAKERO,1976,Arknights,Manga
839,IE NAKI KONOBODY'S BOY REMI,1977,Arknights,Anime
4798,WAKAKUSA NO CHARLOTTE,1977,Arknights,Anime
682,TAKARAJIMATREASURE ISLAND,1978,Arknights,Anime
985,AKAGE NO ANNEANNE OF GREEN GABLES,1979,Arknights,Anime
5578,GIN NO SANKAKU,1980,Arknights,Manga
3372,SHIN TAKETORI MONOGATARI: 1000-NEN JOOUQUEEN MILLENNIA,1981,Arknights,Anime
4845,HYAKUJUU-OU GOLIONVOLTRON: DEFENDER OF THE UNIVERSE,1981,Arknights,Anime
55,AKIRA,1982,Arknights,Manga
3101,KOUTAROU MAKARITOORU! (KOUTAROU BREAKTHROUGH!),1982,Arknights,Manga
4272,"MAKIBA NO SHOUJO KATRIKATRI, GIRL OF THE MEADOWS",1984,Arknights,Anime
5037,SAKIGAKE!! OTOKOJUKU (CHARGE!! MEN'S SCHOOL),1985,Arknights,Manga
2226,U (RAKUDAI NINJA RANTARO),1986,Arknights,Manga
2145,GRIMM MEISAKU GEKIJOUGRIMM'S FAIRY TALE CLASSICS,1987,Arknights,Anime
2250,AI NO WAKAKUSA MONOGATARITALES OF LITTLE WOMEN,1987,Arknights,Anime
5748,"BASTARD!! ANKOKU NO HAKAISHIN (BASTARD!! HEAVY METAL, DARK FANTASY)",1987,Arknights,Manga
9170,P NO HIGEKI (RUMIKO TAKAHASHI'S RUMIC THEATER),1987,Arknights,Manga
2124,SAKIGAKE!! OTOKOJUKUCHARGE!! MEN'S PRIVATE SCHOOL,1988,Arknights,Anime
2665,SHIN GRIMM MEISAKU GEKIJOUGRIMM'S FAIRY TALE CLASSICS,1988,Arknights,Anime
4730,KITERETSU DAIHYAKKAKITERETSU ENCYCLOPEDIA,1988,Arknights,Anime
4985,HAI! AKKO DESU,1988,Arknights,Anime
2505,KIDOU SENSHI GUNDAM: GYAKUSHUU NO CHAR - BELTORCHIKA'S CHILDREN,1988,Arknights,Manga
2390,CHIISANA AHIRU NO OOKI NA AI NO MONOGATARI: AHIRU NO KWAK,1989,Arknights,Anime
5298,KAMI NO HIDARITE AKUMA NO MIGITE,1989,Arknights,Manga
420,YUU☆YUU☆HAKUSHO (YU YU HAKUSHO),1990,Arknights,Manga
777,ITOU JUNJI JISEN KESSAKUSHUU (SHIVER: JUNJI ITO SELECTED STORIES),1990,Arknights,Manga
5862,BREAK SHOT,1990,Arknights,Manga
7357,SARU DEMO KAKERU MANGA KYOUSHITSU (EVEN A MONKEY CAN DRAW MANGA),1990,Arknights,Manga
7553,SAKURA NO HANA SAKU KORO,1990,Arknights,Manga
2496,MAHOU NO PRINCESS MINKY MOMO: YUME WO DAKISHIMETEMAGICAL PRINCESS MINKY MOMO: HOLD ON TO YOUR DREAMS,1991,Arknights,Anime
3946,OCHAME NA FUTAGO: CLAIRE GAKUIN MONOGATARITHE MISCHEVIOUS TWINS,1991,Arknights,Anime
4814,ORE WA CHOKKAKU,1991,Arknights,Anime
1593,GS MIKAMI: GOKURAKU DAISAKUSEN!!,1991,Arknights,Manga
1995,AKACHAN TO BOKU (BABY & ME),1991,Arknights,Manga
4474,HAKAIOU NORITAKA!,1991,Arknights,Manga
145,YUU☆YUU☆HAKUSHOYU YU HAKUSHO: GHOST FILES,1992,Arknights,Anime
2044,MAMA WA SHOUGAKU 4 NENSEIMAMA IS JUST A FOURTH GRADE PUPIL,1992,Arknights,Anime
2753,GENKI BAKUHATSU GANBARUGERENERGETIC BOMB GANBARUGER,1992,Arknights,Anime
3941,KAZE NO NAKA NO SHOUJO: KINPATSU NO JEANIE,1992,Arknights,Anime
97,JOJO NO KIMYOU NA BOUKEN PART 4: DIAMOND WA KUDAKENAI (JOJO'S BIZARRE ADVENTURE PART 4: DIAMOND IS UNBREAKABLE),1992,Arknights,Manga
2167,AKURYOU SERIES,1992,Arknights,Manga
6851,YAKUMOTATSU,1992,Arknights,Manga
7383,KACHOU SHIMA KOUSAKU,1992,Arknights,Manga
9762,KAKUSAN (A DIFFUSION DISEASE),1992,Arknights,Manga
1599,WAKAKUSA MONOGATARI: NAN TO JO-SENSEILITTLE WOMEN II: JO'S BOYS,1993,Arknights,Anime
2967,KEYAKI NO KI,1993,Arknights,Manga
5425,AKKANBEE IKKYU,1993,Arknights,Manga
5891,IKE! INA-CHUU TAKKYUUBU,1993,Arknights,Manga
1731,AKAZUKIN CHACHARED RIDING HOOD CHACHA,1994,Arknights,Anime
103,RUROUNI KENSHIN: MEIJI KENKAKU ROMANTAN (RUROUNI KENSHIN: MEIJI SWORDSMAN ROMANTIC STORY),1994,Arknights,Manga
1007,HAKUSHAKU CAIN SERIES (THE CAIN SAGA),1994,Arknights,Manga
1672,MIDORI NO MAKIBAO,1994,Arknights,Manga
2077,SHIN KOUTAROU MAKARITOORU! JUUDOUHEN,1994,Arknights,Manga
4725,HANASAKERU SEISHOUNEN,1994,Arknights,Manga
5416,YOUSAI GAKUEN,1994,Arknights,Manga
1759,IKE! INA-CHUU TAKKYUU-BUTHE PING-PONG CLUB,1995,Arknights,Anime
2206,JUUNI SENSHI BAKURETSU ETO RANGER,1995,Arknights,Anime
3278,MOJAKOU,1995,Arknights,Anime
4214,KUUSOU KAGAKU SEKAI GULLIVER BOYFANTASCIENCE WORLD GULLIVER BOY,1995,Arknights,Anime
295,SORA WA AKAI KAWA NO HOTORI (RED RIVER),1995,Arknights,Manga
8095,KARAKURIZOUSHI AYATSURI SAKON,1995,Arknights,Manga
9777,GAKKOU KAIDAN,1995,Arknights,Manga
263,RUROUNI KENSHIN: MEIJI KENKAKU ROMANTANRUROUNI KENSHIN,1996,Arknights,Anime
777,IE NAKI KO REMYSANS FAMILLE,1996,Arknights,Anime
925,AKACHAN TO BOKUBABY AND ME,1996,Arknights,Anime
998,KOCHIRA KATSUSHIKAKU KAMEARI KOUENMAE HASHUTSUJO,1996,Arknights,Anime
3890,MIDORI NO MAKIBAOGREEN MAKIBAO,1996,Arknights,Anime
4492,BAKUSOU KYOUDAI LET'S & GO,1996,Arknights,Anime
195,TOBAKU MOKUSHIROKU KAIJI (GAMBLING APOCALYPSE KAIJI),1996,Arknights,Manga
236,CARDCAPTOR SAKURA,1996,Arknights,Manga
325,HANAZAKARI NO KIMITACHI E (HANA-KIMI: FOR YOU IN FULL BLOSSOM),1996,Arknights,Manga
1801,TAJUU JINKAKU TANTEI PSYCHO (MPD PSYCHO),1996,Arknights,Manga
3493,SAKENDE YARUZE! (SHOUT OUT LOUD!),1996,Arknights,Manga
4600,SHOUJO KAKUMEI UTENA (REVOLUTIONARY GIRL UTENA),1996,Arknights,Manga
5254,HOKUTO NO KEN: JUBAKU NO MACHI,1996,Arknights,Manga
7743,MUGEN DENSETSU TAKAMAGAHARA (DREAM SAGA),1996,Arknights,Manga
343,SHOUJO KAKUMEI UTENAREVOLUTIONARY GIRL UTENA,1997,Arknights,Anime
3468,BAKUSOU KYOUDAI LET'S & GO WGP,1997,Arknights,Anime
4836,CLAMP GAKUEN TANTEIDANCLAMP SCHOOL DETECTIVES,1997,Arknights,Anime
840,KARAKURI CIRCUS,1997,Arknights,Manga
4311,STREET FIGHTER: SAKURA GANBARU! (STREET FIGHTER: SAKURA GIVES IT HER BEST!; STREET FIGHTER SAKURA GANBARU!),1997,Arknights,Manga
4496,SEIKIMATSU LEADER DEN TAKESHI!,1997,Arknights,Manga
390,CARDCAPTOR SAKURA,1998,Arknights,Anime
3132,PRINCESS NINE: KISARAGI JOSHIKOU YAKYUUBUPRINCESS NINE,1998,Arknights,Anime
4464,NIGHT WALKER: MAYONAKA NO TANTEINIGHTWALKER: THE MIDNIGHT DETECTIVE,1998,Arknights,Anime
4908,BOMBERMAN B-DAMAN BAKUGAIDEN,1998,Arknights,Anime
452,UZUMAKI (UZUMAKI: SPIRAL INTO HORROR),1998,Arknights,Manga
780,MEKAKUSHI NO KUNI (LAND OF THE BLINDFOLDED),1998,Arknights,Manga
1213,AKUMA DE SOUROU (THE DEVIL DOES EXIST),1998,Arknights,Manga
2853,CARDCAPTOR SAKURA EXTRAS,1998,Arknights,Manga
4189,AKAKU SAKU KOE,1998,Arknights,Manga
9018,DOROMAMIRE NO TORA: MIYAZAKI HAYAO MOUSOU NOTE,1998,Arknights,Manga
2346,KARAKURI ZOUSHI AYATSURI SAKON,1999,Arknights,Anime
2454,JIBAKU-KUNBUCKY: THE INCREDIBLE KID,1999,Arknights,Anime
3442,SHIN HAKKENDEN,1999,Arknights,Anime
972,MARIE NO KANADERU ONGAKU (THE MUSIC OF MARIE),1999,Arknights,Manga
1582,GRAPPLER BAKI,1999,Arknights,Manga
2065,SEIYOU KOTTOU YOUGASHITEN (ANTIQUE BAKERY),1999,Arknights,Manga
2066,SHINSENGUMI IMON  (PEACE MAKER),1999,Arknights,Manga
2797,RUROUNI KENSHIN: YAHIKO NO SAKABATOU,1999,Arknights,Manga
3799,"SHIKEI SHIKKOUCHUU DATSUGOKU SHINKOUCHUU (UNDER EXECUTION, UNDER JAILBREAK)",1999,Arknights,Manga
4688,BAKUSOU KYOUDAI LET'S & GO!! MAX,1999,Arknights,Manga
6209,SOUSAKUSHA (THE QUEST FOR THE MISSING GIRL),1999,Arknights,Manga
7745,STAR WARS: TEIKOKU NO GYAKUSHUU (STAR WARS: THE EMPIRE STRIKES BACK),1999,Arknights,Manga
4213,ITOU JUNJI KYOUFU HAKUBUTSUKAN 9: OSHIKIRI IDAN & FRANKENSTEIN,2,Arknights,Manga
5867,HYAKUMAN TSUBU NO NAMIDA (MILLION TEARS),2,Arknights,Manga
7132,TEN NO TAKA (SKY HAWK),2,Arknights,Manga
518,AKUMETSU,2 to,Arknights,Manga
4269,HI NO YAMA (THE THIEF INOUE AKIKAZU AND OTHER STORIES),2 to,Arknights,Manga
5026,KARASUMA KYOUKO NO JIKENBO (KYOKO KARASUMA THE DETECTIVE OF ASAKUSA POLICE DEPARTMENT.),2 to,Arknights,Manga
8298,KAKAN NO MADONNA,2 to,Arknights,Manga
1091,GAKKOU NO KAIDANGHOST STORIES,2000,Arknights,Anime
3020,KAZEMAKASE TSUKIKAGE RANCARRIED BY THE WIND: TSUKIKAGE RAN,2000,Arknights,Anime
4726,KARAKURI KIDEN: HIWOU SENKIHIWOU WAR CHRONICLES,2000,Arknights,Anime
4750,SAKURA TAISENSAKURA WARS TV,2000,Arknights,Anime
339,KAMIGAMI NO ITADAKI (THE SUMMIT OF THE GODS),2000,Arknights,Manga
383,HIKARI TO TOMO NI...: JIHEISHOUJI WO KAKAETE (WITH THE LIGHT: RAISING AN AUTISTIC CHILD),2000,Arknights,Manga
532,SAKIGAKE!! CROMARTIE KOUKOU (CROMARTIE HIGH SCHOOL),2000,Arknights,Manga
1204,AKAZUKIN CHACHA (RED RIDING HOOD CHACHA),2000,Arknights,Manga
5900,BAKA TO GOGH,2000,Arknights,Manga
7363,AMAKUSA 1637,2000,Arknights,Manga
1837,GRAPPLER BAKI: SAIDAI TOURNAMENT-HENBAKI THE GRAPPLER: SAIDAI TOURNAMENT-HEN,2001,Arknights,Anime
1942,GRAPPLER BAKI (TV)BAKI THE GRAPPLER,2001,Arknights,Anime
4130,GAKUEN SENKI MURYOUSHINGU: SECRET OF THE STELLAR WARS,2001,Arknights,Anime
4918,HAKAIMA SADAMITSUSADAMITSU THE DESTROYER,2001,Arknights,Anime
1431,TANTEI GAKUEN Q,2001,Arknights,Manga
3465,CURRY NARU SHOKUTAKU,2001,Arknights,Manga
3513,KOUTAROU MAKARITOORU! L,2001,Arknights,Manga
4710,EAGLE (EAGLE: THE MAKING OF AN ASIAN-AMERICAN PRESIDENT),2001,Arknights,Manga
5770,KIDOU SENSHI GUNDAM: C.D.A. - WAKAKI SUISEI NO SHOUZOU,2001,Arknights,Manga
6886,MUCHAKUCHA DAISUKI.,2001,Arknights,Manga
7843,GYAKUTEN HONEY,2001,Arknights,Manga
8089,AKUMA NA EROS,2001,Arknights,Manga
8293,SAKURAN,2001,Arknights,Manga
9042,WATASHI GA ITEMO INAKUTEMO,2001,Arknights,Manga
162,KOUKAKU KIDOUTAI: STAND ALONE COMPLEXGHOST IN THE SHELL: STAND ALONE COMPLEX,2002,Arknights,Anime
269,GAKUEN ALICE,2002,Arknights,Manga
511,BAKUON RETTOU,2002,Arknights,Manga
906,SHAKUGAN NO SHANA,2002,Arknights,Manga
1589,PEACE MAKER KUROGANE,2002,Arknights,Manga
1784,MONDAITEIKI SAKUHINSHU (CONFIDENTIAL CONFESSIONS),2002,Arknights,Manga
2464,YAKITATE!! JAPAN,2002,Arknights,Manga
3062,BARON: NEKO NO DANSHAKU (BARON: THE CAT RETURNS),2002,Arknights,Manga
3089,TAKE MOON,2002,Arknights,Manga
3373,TATAKAE! RYOUZANPAKU SHIJOU SAIKYOU NO DESHI,2002,Arknights,Manga
4462,KIMI NO KAKERA,2002,Arknights,Manga
5027,FIGHT NO AKATSUKI,2002,Arknights,Manga
5245,DAIHAKKEN,2002,Arknights,Manga
5306,GAKKOU NO SENSEI,2002,Arknights,Manga
6177,CHIKYUU MISAKI (CHIKYU MISAKI),2002,Arknights,Manga
6219,CATEGORY:FREAKS,2002,Arknights,Manga
7514,YUBISAKI MILK TEA,2002,Arknights,Manga
7520,GOKURAKU CAFÉ,2002,Arknights,Manga
9024,SAKURA TAISEN (SAKURA WARS),2002,Arknights,Manga
768,SAKIGAKE!! CROMARTIE KOUKOUCROMARTIE HIGH SCHOOL,2003,Arknights,Anime
1083,MUJIN WAKUSEI SURVIVE,2003,Arknights,Anime
1099,TANTEI GAKUEN QDETECTIVE SCHOOL Q,2003,Arknights,Anime
2640,PEACE MAKER KUROGANE,2003,Arknights,Anime
3636,TAKAHASHI RUMIKO GEKIJOURUMIKO TAKAHASHI ANTHOLOGY,2003,Arknights,Anime
3745,KYOUGOKU NATSUHIKO: KOUSETSU HYAKU MONOGATARIREQUIEM FROM THE DARKNESS,2003,Arknights,Anime
4084,TAKAHASHI RUMIKO GEKIJOU NINGYO NO MORIMERMAID FOREST,2003,Arknights,Anime
4291,BAKUTEN SHOOT BEYBLADE G REVOLUTIONBEYBLADE G REVOLUTION,2003,Arknights,Anime
4707,SUMEBA MIYAKO NO COSMOS-SOU SUTTOKO TAISEN DOKKOIDADOKKOIDA?!,2003,Arknights,Anime
604,ORE TO AKUMA NO BLUES (ME AND THE DEVIL BLUES: THE UNREAL LIFE OF ROBERT JOHNSON),2003,Arknights,Manga
1930,"SEKAI NO CHUUSHIN DE, AI WO SAKEBU (SOCRATES IN LOVE)",2003,Arknights,Manga
2814,GAKU,2003,Arknights,Manga
3079,TALES OF SYMPHONIA: TOKI NO KAGAYAKI,2003,Arknights,Manga
3622,KURUIZAKI NO HANA (DEMON FLOWERS),2003,Arknights,Manga
4066,MAHOUTSUKAI NI TAISETSU NA KOTO: TAIYOU TO KAZE NO SAKAMICHI (SOMEDAY'S DREAMERS: SPELLBOUND),2003,Arknights,Manga
4179,"YUNAGI NO MACHI SAKURA NO KUNI (TOWN OF EVENING CALM, COUNTRY OF CHERRY BLOSSOMS)",2003,Arknights,Manga
4438,GAKKOU NO OJIKAN,2003,Arknights,Manga
4867,HANAKO TO GUUWA NO TELLER (HANAKO AND THE TERROR OF ALLEGORY),2003,Arknights,Manga
6065,SISTER GENERATOR (HIROAKI SAMURA'S EMERALD AND OTHER STORIES),2003,Arknights,Manga
6222,SHIRITSU! BIJINZAKA JOSHI KOUKOU (BIJINZAKA PRIVATE GIRLS HIGH SCHOOL),2003,Arknights,Manga
7364,TOKI WO KAKERU SHOUJO (THE GIRL WHO RUNS THROUGH TIME),2003,Arknights,Manga
7742,CHOU SHINRI GENSHOU NOURYOKUSHA NANAKI (PSYCHIC POWER NANAKI),2003,Arknights,Manga
7744,MAKAI SENKI  (DISGAEA),2003,Arknights,Manga
8085,RAKUEN (PASSION FRUIT),2003,Arknights,Manga
8113,PIECE OF CAKE,2003,Arknights,Manga
8523,KAKUTOSHI NO YUME (HALLUCINATION FROM THE WOMB),2003,Arknights,Manga
9752,SAKURA NO ICHIBAN! (SAKURA'S BEST),2003,Arknights,Manga
118,KOUKAKU KIDOUTAI: STAND ALONE COMPLEX 2ND GIGGHOST IN THE SHELL: STAND ALONE COMPLEX 2ND GIG,2004,Arknights,Anime
729,YAKITATE!! JAPAN,2004,Arknights,Anime
1335,GAKUEN ALICE,2004,Arknights,Anime
3445,KENRAN BUTOU SAI: THE MARS DAYBREAKMARS DAYBREAK,2004,Arknights,Anime
4191,HARUKANARU TOKI NO NAKA DE: HACHIYOU SHOUHARUKA: BEYOND THE STREAM OF TIME – A TALE OF THE EIGHT GUARDIANS,2004,Arknights,Anime
4704,JUUBEE-CHAN 2: SIBERIA YAGYUU NO GYAKUSHUUJUBEI-CHAN 2: THE COUNTERATTACK OF SIBERIA YAGYU,2004,Arknights,Anime
793,PENGUIN KAKUMEI (PENGUIN REVOLUTION),2004,Arknights,Manga
1061,SHINREI TANTEI YAKUMO,2004,Arknights,Manga
1220,ARAKAWA UNDER THE BRIDGE,2004,Arknights,Manga
1386,KOUKAKU KIDOUTAI: STAND ALONE COMPLEX (GHOST IN THE SHELL: STAND ALONE COMPLEX),2004,Arknights,Manga
1803,ARAKURE (WILD ONES),2004,Arknights,Manga
1809,HAKUSHAKU TO YOUSEI (EARL AND FAIRY),2004,Arknights,Manga
2286,NA MO NAKI TORI NO TOBU YOAKE (INNOCENT BIRD),2004,Arknights,Manga
2485,GUNJOU GAKUSHA,2004,Arknights,Manga
2626,INUBAKA (INUBAKA: CRAZY FOR DOGS),2004,Arknights,Manga
2949,HANAZAKARI NO KIMITACHI E: SPECIAL-HEN,2004,Arknights,Manga
3915,CHANGE GUY (QUANTUM MISTAKE),2004,Arknights,Manga
4000,MUNAKATA KYOUJU IKOUROKU,2004,Arknights,Manga
4449,NOGIZAKA HARUKA NO HIMITSU,2004,Arknights,Manga
4472,ITADAKIMASU,2004,Arknights,Manga
5012,RAKUEN,2004,Arknights,Manga
6208,KIYOKU YAWAKU,2004,Arknights,Manga
6237,GORAIHOU GAKUEN E YOUKOSO!,2004,Arknights,Manga
6684,KUROZAKURO,2004,Arknights,Manga
7197,FUGURUMAKAN RAIHOUKI,2004,Arknights,Manga
7199,HATARAKI MAN,2004,Arknights,Manga
8294,HAKOIRI DEVIL PRINCESS (MY DEAREST DEVIL PRINCESS),2004,Arknights,Manga
724,TOUHAI DENSETSU AKAGI: YAMI NI MAIORITA TENSAIAKAGI,2005,Arknights,Anime
1986,SHAKUGAN NO SHANASHAKUGAN NO SHANA: SEASON I,2005,Arknights,Anime
2188,GALLERY FAKE,2005,Arknights,Anime
4782,FUTAKOI ALTERNATIVE,2005,Arknights,Anime
510,HANMA BAKI,2005,Arknights,Manga
520,HIGURASHI NO NAKU KORO NI: WATANAGASHI-HEN (HIGURASHI WHEN THEY CRY: COTTON DRIFTING ARC),2005,Arknights,Manga
555,HIGURASHI NO NAKU KORO NI: ONIKAKUSHI-HEN (HIGURASHI WHEN THEY CRY: ABDUCTED BY DEMONS ARC),2005,Arknights,Manga
635,HIGURASHI NO NAKU KORO NI: TATARIGOROSHI-HEN (HIGURASHI WHEN THEY CRY: CURSE KILLING ARC),2005,Arknights,Manga
783,CESARE: HAKAI NO SOUZOUSHA,2005,Arknights,Manga
870,SHI GA FUTARI WO WAKATSU MADE (UNTIL DEATH DO US PART),2005,Arknights,Manga
971,"DENSHA OTOKO: NET HATSU, KAKUEKI TEISHA NO LOVE STORY (TRAIN_MAN: DENSHA OTOKO)",2005,Arknights,Manga
974,HAKKENDEN: TOUHOU HAKKEN IBUN,2005,Arknights,Manga
1157,BAKI: NEW GRAPPLER BAKI,2005,Arknights,Manga
1199,HIGURASHI NO NAKU KORO NI: ONISARASHI-HEN (HIGURASHI WHEN THEY CRY: DEMON EXPOSING ARC),2005,Arknights,Manga
1439,C.M.B. SHINRA HAKUBUTSUKAN NO JIKEN MOKUROKU,2005,Arknights,Manga
1595,KARAKURI ODETTE,2005,Arknights,Manga
1816,SEKAI NO OWARI TO YOAKEMAE,2005,Arknights,Manga
3077,NAKIZAKURA KITAN,2005,Arknights,Manga
3460,DENSHA OTOKO: BIJO TO JUNJOU OTAKU SEINEN NO NET-HATSU LOVE STORY (TRAIN MAN: A SHOJO MANGA),2005,Arknights,Manga
3468,TAKERU ~ OPERA SUSANOH SWORD OF THE DEVIL (TAKERU - OPERA SUSANOH SWORD OF THE DEVIL),2005,Arknights,Manga
3492,GAKUYAURA OUJI (BACKSTAGE PRINCE),2005,Arknights,Manga
3517,KEPPEKI SHOUNEN KANZEN SOUBI (CLEAN-FREAK FULLY-EQUIPPED),2005,Arknights,Manga
3800,AKUMA TO DOLCE,2005,Arknights,Manga
3809,BAKI GAIDEN: SCARFACE (SCARFACE: LEGEND OF THE INVINCIBLE FIST),2005,Arknights,Manga
4092,HANASAKI KANON,2005,Arknights,Manga
4307,GAKUEN UTOPIA MANABI STRAIGHT!,2005,Arknights,Manga
4996,AKUMA NA KARE TO IKENIE TENSHI,2005,Arknights,Manga
5024,YUMEYUME KIRAKIRADOU (YUME KIRA DREAM SHOPPE),2005,Arknights,Manga
5054,BOKURA WA DOKONIMO HIRAKANAI,2005,Arknights,Manga
6212,KAKKO WARUKUTE KAKKOII KIMI (COOL/UNCOOL),2005,Arknights,Manga
6690,YORU NI MO MAKEZU! (ST. LUNATIC HIGH SCHOOL),2005,Arknights,Manga
7365,: SABAKU NO HOSHI NO APPRENTICE GIRL (THE THIRD),2005,Arknights,Manga
7542,MANNAKA NO OUJI,2005,Arknights,Manga
7573,CHROME BREAKER,2005,Arknights,Manga
8344,MOTTO☆KOKORO NI HOSHI NO KAGAYAKI WO (MORE STARLIGHT TO YOUR HEART),2005,Arknights,Manga
8544,BOKU WA SAKANA.,2005,Arknights,Manga
8555,RAKKA RYUUSUI,2005,Arknights,Manga
56,CODE GEASS: HANGYAKU NO LELOUCHCODE GEASS: LELOUCH OF THE REBELLION,2006,Arknights,Anime
631,SCHOOL RUMBLE NI GAKKISCHOOL RUMBLE: 2ND SEMESTER,2006,Arknights,Anime
